id	kind	width	lines	ja	ko
M07181.0	dlg	28	3	申し訳ありませんが⏎今は{V:03DA}を解放できません⏎機会を改めてください	죄송합니다만 지금은⏎{V:03DA}의 석방이 어렵습니다⏎다음 기회로 미뤄 주십시오
M07181.1	dlg	28	3	承知しようと思いましたが⏎部下に止められました⏎この儀はまたの機会に	승낙하려 했습니다만⏎부하들이 만류했습니다⏎이 일은 다음 기회에
M07181.2	dlg	28	3	外ならぬ頼みとは⏎わかっていますが⏎今回は諦めてください	다름 아닌 귀하의 부탁인 줄은⏎알고 있습니다만⏎이번에는 단념해 주십시오
M07182.0	dlg	28	3	申し訳ないけれど⏎今は{V:03DA}を解放できないわ⏎機会を改めてちょうだい	미안하지만 지금은⏎{V:03DA}의 석방이 어려워요⏎다음 기회로 미뤄 주세요
M07182.1	dlg	28	3	聞き入れようとは思ったけど⏎部下に止められたわ⏎……すまないわね	들어주려고 했지만⏎부하들이 말렸어요⏎……미안해요
M07182.2	dlg	28	3	外ならぬ頼みとは⏎わかっているけど⏎今回は諦めてほしいわ	다름 아닌 귀하의 부탁인 줄은⏎알고 있지만⏎이번에는 단념해 주세요
M07183.0	dlg	28	3	恨みを抱いた{V:03DA}を⏎解放できるものですか！⏎お帰りください	원한을 품은 {V:03DA},⏎어찌 풀어 줄 수 있겠습니까!⏎돌아가 주십시오
M07183.1	dlg	28	3	厚顔無恥も⏎良い加減にしてください⏎さっさとお帰りを！	후안무치도⏎적당히 하십시오⏎어서 돌아가시지요!
M07183.2	dlg	28	3	そんな要求を⏎聞けるわけがありません⏎立場をわきまえてください！	그런 요구를⏎들어줄 수 있을 리 없습니다⏎처지를 분별하십시오!
M07184.0	dlg	28	3	馬鹿も休み休み言いなさい！⏎恨みを抱いた{V:03DA}を⏎解放できると思いますか！？	어리석은 소리도 작작 하세요!⏎원한을 품은 {V:03DA},⏎풀어 줄 수 있다고 생각해요!?
M07184.1	dlg	28	3	厚顔無恥も⏎良い加減にしてほしいわね⏎さっさと消えなさい！	후안무치도⏎적당히 좀 하시지요⏎어서 사라지세요!
M07184.2	dlg	28	3	そんな要求を⏎聞くわけがないでしょう⏎立場をわきまえなさい！	그런 요구를⏎들어줄 리가 없잖아요⏎처지를 분별하세요!
M07185.0	dlg	28	3	それはできぬ相談です⏎この話はなかったことに⏎してもらいましょう	그건 들어줄 수 없는 일입니다⏎이 이야기는 없었던 걸로⏎해 주셔야겠습니다
M07185.1	dlg	28	3	{V:03DA}の解放は⏎虎の檻を開くようなもの……⏎諦めてもらいましょう	{V:03DA}의 석방은⏎호랑이 우리를 여는 격……⏎단념해 주셔야겠습니다
M07185.2	dlg	28	3	断ります⏎みすみす敵を増やすわけにも⏎いきませんから	거절하겠습니다⏎뻔히 알면서 적을 늘릴 수는⏎없으니까요
M07186.0	dlg	28	3	それはできぬ相談だわ⏎この話はなかったことに⏎してもらいましょう	그건 들어줄 수 없는 일이에요⏎이 이야기는 없었던 걸로⏎해 주셔야겠어요
M07186.1	dlg	28	3	{V:03DA}の解放は⏎虎の檻を開くようなもの……⏎諦めることね	{V:03DA}의 석방은⏎호랑이 우리를 여는 격……⏎단념하세요
M07186.2	dlg	28	3	お断りよ⏎みすみす敵を増やすわけにも⏎いかないでしょう？	거절하겠어요⏎뻔히 알면서 적을 늘릴 수는⏎없잖아요?
M07187.0	dlg	28	3	申し訳ありませんが⏎今は{V:03DA}を解放できません⏎機会を改めてください	죄송합니다만 지금은⏎{V:03DA}의 석방이 어렵습니다⏎다음 기회로 미뤄 주십시오
M07187.1	dlg	28	3	承知しようと思いましたが⏎部下に止められました⏎この儀はまたの機会に	승낙하려 했습니다만⏎부하들이 만류했습니다⏎이 일은 다음 기회에
M07187.2	dlg	28	3	外ならぬ頼みとは⏎わかっていますが⏎今回は諦めてください	다름 아닌 귀하의 부탁인 줄은⏎알고 있습니다만⏎이번에는 단념해 주십시오
M07188.0	dlg	28	3	すまないが⏎今は{V:03DA}を解放できぬ⏎機会を改めてくれ	미안하네만 지금은⏎{V:03DA}의 석방이 어렵네⏎다음 기회로 미뤄 주게
M07188.1	dlg	28	3	承知しようと思ったのだが⏎部下に止められてな⏎……すまない	승낙하려 했네만⏎부하들이 말려서 말일세⏎……미안하네
M07188.2	dlg	28	3	外ならぬ頼みとは⏎わかっているのだが⏎今回は諦めてほしい	다름 아닌 그쪽 부탁인 줄은⏎알고 있네만⏎이번엔 단념해 주었으면 하네
M07189.0	dlg	28	3	恨みを抱いた{V:03DA}を⏎解放できるとお思いですか！？⏎お帰りくだされ	원한을 품은 {V:03DA},⏎풀어 줄 수 있다고 보십니까!?⏎돌아가 주십시오
M07189.1	dlg	28	3	厚顔無恥も⏎良い加減にされよ！⏎さっさと帰っていただこう！	후안무치도⏎적당히 하십시오!⏎어서 돌아가 주셔야겠습니다!
M07189.2	dlg	28	3	そんな要求を⏎聞けるわけがありません⏎立場をわきまえてください！	그런 요구를⏎들어줄 수 있을 리 없습니다⏎처지를 분별하십시오!
M07190.0	dlg	28	3	馬鹿も休み休み言え！⏎恨みを抱いた{V:03DA}を⏎解放できると思うか！？	어리석은 소리도 작작 해라!⏎원한을 품은 {V:03DA},⏎풀어 줄 수 있을 것 같으냐!?
M07190.1	dlg	28	3	厚顔無恥も⏎良い加減にするが良い！⏎さっさと失せろ！	후안무치도⏎적당히 하거라!⏎당장 꺼져라!
M07190.2	dlg	28	3	そんな要求を⏎聞くわけがなかろう⏎立場をわきまえるのだな！	그런 요구를⏎들어줄 리가 있겠느냐⏎분수를 알아야지!
M07191.0	dlg	28	3	それはできぬ相談です⏎この話はなかったことに⏎してもらいましょう	그건 들어줄 수 없는 일입니다⏎이 이야기는 없었던 걸로⏎해 주셔야겠습니다
M07191.1	dlg	28	3	{V:03DA}の解放は⏎虎の檻を開くようなもの……⏎諦めてもらいましょう	{V:03DA}의 석방은⏎호랑이 우리를 여는 격……⏎단념해 주셔야겠습니다
M07191.2	dlg	28	3	断ります⏎みすみす敵を増やすわけにも⏎いきませぬゆえ	거절하겠습니다⏎뻔히 알면서 적을 늘릴 수는⏎없는 노릇이니까요
M07192.0	dlg	28	3	それはできぬ相談だな⏎この話はなかったことに⏎してもらおう	그건 들어줄 수 없는 일이군⏎이 이야기는 없었던 걸로⏎해 주게
M07192.1	dlg	28	3	{V:03DA}の解放は⏎虎の檻を開くようなもの……⏎今回は諦めてもらおう	{V:03DA}의 석방은⏎호랑이 우리를 여는 격……⏎이번에는 단념해 주게
M07192.2	dlg	28	3	お断りだ⏎みすみす敵を増やすわけにも⏎いかないのでな	거절하겠네⏎뻔히 알면서 적을 늘릴 수는⏎없으니 말일세
M07193.0	dlg	28	2	{V:01DA}は{V:02DA}の⏎引き渡しを断りました	{V:01DA} 측은 {V:02DA}의⏎송환을 거절했습니다
M07195.0	dlg	28	3	挨拶代わりの品々を⏎持ってきたわ⏎収めてちょうだい	인사 대신 선물을⏎가져왔어요⏎거두어 주세요
M07195.1	dlg	28	3	手ずから⏎贈物を持ってきたわ⏎受け取ってくれるわね？	직접⏎선물을 가져왔어요⏎받아 주실 거죠?
M07195.2	dlg	28	2	ささやかなものだけど⏎受け取ってちょうだい	약소한 것이지만⏎받아 주세요
M07196.0	dlg	28	3	挨拶代わりの品々を⏎持って参りました⏎どうか、お収めください	인사를 대신할 선물을⏎가져왔습니다⏎부디 거두어 주십시오
M07196.1	dlg	28	3	手ずから⏎贈物を持って参りました⏎どうか、お収めください	직접⏎선물을 가져왔습니다⏎부디 거두어 주십시오
M07196.2	dlg	28	2	ささやかな品ですが⏎どうか、受け取ってください	약소한 물건입니다만⏎부디 받아 주십시오
M07197.0	dlg	28	3	これらは⏎我が主からの心配りよ⏎どうか、受け取ってちょうだい	이것들은⏎저희 주군의 성의예요⏎부디 받아 주세요
M07197.1	dlg	28	3	我が主・{V:03DA}よりの⏎贈物を持ってきたわ⏎どうか、収めてちょうだい	주군 {V:03DA}께서 보내신⏎선물을 가져왔어요⏎부디 거두어 주세요
M07197.2	dlg	28	3	挨拶代わりの品々を⏎持ってきたわ⏎受け取ってくれるわね？	인사 대신 선물을⏎가져왔어요⏎받아 주실 거죠?
M07198.0	dlg	28	3	挨拶代わりの品々を⏎持って参った⏎収めてくれ	인사를 대신할 선물을⏎가져왔네⏎거두어 주게
M07198.1	dlg	28	3	手ずから⏎贈物を持って参ったのだ⏎受け取ってくれるな？	직접⏎선물을 가져왔네⏎받아 주겠나?
M07198.2	dlg	28	2	ささやかなものだが⏎受け取ってほしい	약소한 것이네만⏎받아 주었으면 하네
M07199.0	dlg	28	3	挨拶代わりの品々を⏎持って参った⏎受け取ってもらいたい	인사를 대신할 선물을⏎가져왔네⏎받아 주었으면 하네
M07199.1	dlg	28	3	手ずから⏎贈物を持って参ったのだ⏎どうか、収めてほしい	직접⏎선물을 가져왔네⏎부디 거두어 주게
M07199.2	dlg	28	2	ささやかな品だが⏎どうか、受け取ってほしい	약소한 물건이네만⏎부디 받아 주게
M07200.0	dlg	28	3	これらは⏎我が主からの心配りだ⏎どうか、受け取ってほしい	이것들은⏎우리 주군의 성의일세⏎부디 받아 주게
M07200.1	dlg	28	3	我が主・{V:03DA}よりの⏎贈物を持って参った⏎どうか、収めてほしい	주군 {V:03DA}께서 보내신⏎선물을 가져왔네⏎부디 거두어 주게
M07200.2	dlg	28	3	挨拶代わりの品々を⏎持って参った⏎受け取ってくれるな？	인사를 대신할 선물을⏎가져왔네⏎받아 주겠나?
M07201.0	dlg	28	3	これらは⏎我が主よりの心配りです⏎どうぞ、お受け取りください	이것들은⏎저희 주군의 성의입니다⏎부디 받아 주십시오
M07201.1	dlg	28	3	我が主・{V:03DA}よりの⏎贈物をお持ちしました⏎どうぞ、お収めください	주군 {V:03DA}께서 보내신⏎선물을 가져왔습니다⏎부디 거두어 주십시오
M07201.2	dlg	28	3	挨拶代わりの品々を⏎持って参りました⏎どうぞ、ご嘉納ください	인사를 대신할 선물을⏎가져왔습니다⏎기꺼이 거두어 주십시오
M07202.0	dlg	28	3	こちらは⏎ささやかな心配りです⏎どうぞ、お受け取りください	이것은⏎작은 성의입니다⏎부디 받아 주십시오
M07202.1	dlg	28	3	手ずから⏎贈物をお持ちしました⏎どうぞ、お収めください	직접⏎선물을 가져왔습니다⏎부디 거두어 주십시오
M07202.2	dlg	28	3	挨拶代わりの品々を⏎持って参りました⏎どうぞ、ご嘉納ください	인사를 대신할 선물을⏎가져왔습니다⏎기꺼이 거두어 주십시오
M07204.0	dlg	28	3	そこまで気を遣われずとも⏎我が軍の考えは⏎変わりませんよ	그렇게 마음 쓰지 않으셔도⏎우리 군의 생각은⏎달라지지 않습니다
M07204.1	dlg	28	3	いつも気を⏎遣わせてしまって⏎申し訳ありません	늘 이렇게⏎마음을 쓰게 해서⏎죄송합니다
M07204.2	dlg	28	3	心配り、感謝します⏎これらの品々は⏎有効に使わせていただきます	마음 써 주셔서 감사합니다⏎이 물건들은⏎유용하게 쓰도록 하겠습니다
M07205.0	dlg	28	3	そこまで気を遣わなくても⏎我が軍の考えは⏎変わらないわよ	그렇게 마음 쓰지 않아도⏎우리 군의 생각은⏎달라지지 않아요
M07205.1	dlg	28	2	いつも気を遣わせて⏎すまないわね	늘 마음을 쓰게 해서⏎미안하네요
M07205.2	dlg	28	3	心配り、感謝します⏎これらの品々は⏎有効に使わせてもらうわ	마음 써 주셔서 감사해요⏎이 물건들은⏎유용하게 쓸게요
M07206.0	dlg	28	3	この程度の贈物は当然です⏎今後もその心配りを⏎お忘れなきよう	이 정도 선물은 당연합니다⏎앞으로도 그런 배려를⏎잊지 마시길
M07206.1	dlg	28	3	恩に着るつもりは⏎ありませんが⏎ひとまず頂きましょう	은혜로 여길 생각은⏎없습니다만⏎일단 받아 두지요
M07206.2	dlg	28	3	少しは物の道理が⏎わかっていただけた⏎ようですね	조금은 세상 이치를⏎깨달으신⏎모양이군요
M07207.0	dlg	28	3	この程度の贈物は当然だわ⏎今後も、その心配りを⏎忘れないでもらいたいわね	이 정도 선물은 당연해요⏎앞으로도, 그런 배려를⏎잊지 않았으면 좋겠네요
M07207.1	dlg	28	3	恩に着るつもりは⏎ないけれど、ひとまず⏎もらっておいてあげましょう	은혜로 여길 생각은⏎없지만, 일단⏎받아는 드리지요
M07207.2	dlg	28	3	ふむ……⏎少しは物の道理が⏎わかってきたようね	흠……⏎조금은 세상 이치를⏎깨달은 모양이네요
M07208.0	dlg	28	3	これは、ありがたい⏎有効に使わせて⏎いただきます	이거 참 고맙습니다⏎요긴하게 쓰도록⏎하겠습니다
M07208.1	dlg	28	3	誠意は良くわかりました⏎その気持ちは⏎十分に考慮いたします	성의는 잘 알겠습니다⏎그 마음은⏎충분히 고려하겠습니다
M07208.2	dlg	28	2	これはありがたい⏎感謝します	이거 참 고맙군요⏎감사합니다
M07209.0	dlg	28	2	これはありがたい⏎有効に使わせてもらいましょう	이거 참 고맙군요⏎요긴하게 쓰도록 하지요
M07209.1	dlg	28	3	誠意は良くわかりました⏎その気持ちは⏎十分に考慮しましょう	성의는 잘 알겠습니다⏎그 마음은⏎충분히 고려하지요
M07209.2	dlg	28	2	ありがたく受け取りましょう⏎感謝します	고맙게 받겠습니다⏎감사합니다
M07210.0	dlg	28	3	そこまで気を遣われずとも⏎我が軍の考えは⏎変わりませんぞ	그렇게 마음 쓰지 않으셔도⏎우리 군의 생각은⏎변함이 없습니다
M07210.1	dlg	28	2	いつも気を遣わせて⏎申し訳ありません	늘 마음을 쓰게 해서⏎죄송합니다
M07210.2	dlg	28	3	心配り、感謝いたします⏎これらの品々は⏎有効に使わせていただきます	마음 써 주셔서 감사드립니다⏎이 물건들은⏎유용하게 쓰도록 하겠습니다
M07211.0	dlg	28	3	そこまで気を遣わずとも⏎我が軍の考えは⏎変わらぬぞ	그렇게까지 마음 쓰지 않아도⏎우리 군의 생각은⏎달라지지 않을 걸세
M07211.1	dlg	28	2	いつも気を遣わせて⏎すまないな	늘 이렇게 마음 쓰게 해서⏎미안하네
M07211.2	dlg	28	3	心配り、感謝いたす⏎これらの品々は⏎有効に使わせてもらおう	마음 써 주어 고맙네⏎이 물품들은⏎요긴하게 쓰도록 하겠네
M07212.0	dlg	28	3	この程度の贈物は当然です⏎今後もその心配りを⏎お忘れなきよう	이 정도 선물은 당연합니다⏎앞으로도 그런 배려를⏎잊지 마시길
M07212.1	dlg	28	3	恩に着るつもりは⏎ありませんが⏎ひとまず頂きましょう	은혜로 여길 생각은⏎없습니다만⏎일단 받아 두지요
M07212.2	dlg	28	3	少しは物の道理が⏎わかっていただけた⏎ようですね	조금은 세상 이치를⏎깨달으신⏎모양이군요
M07213.0	dlg	28	3	この程度の贈物は当然だ⏎今後もその心配りを⏎忘れないでもらいたいな	이 정도 선물쯤은 당연하지⏎앞으로도 그런 성의를⏎잊지 말았으면 하네
M07213.1	dlg	28	2	恩に着るつもりはないが⏎ひとまず貰っておくとしよう	은혜로 여길 생각은 없네만⏎일단 받아 두도록 하지
M07213.2	dlg	28	3	ふむ……⏎少しは物の道理が⏎わかってきたようだな	흠……⏎조금은 세상 이치를⏎알게 된 모양이군
M07214.0	dlg	28	3	これは、ありがたい⏎有効に使わせて⏎いただきましょう	이것 참, 고맙습니다⏎요긴하게 쓰도록⏎하겠습니다
M07214.1	dlg	28	3	誠意は良くわかりました⏎その気持ちは⏎十分に考慮いたします	성의는 잘 알겠습니다⏎그 마음은⏎충분히 고려하겠습니다
